drug_name,pubchem_id,smile
GW-9662,644213,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl
HA14-1,3549,CCOC(=O)C1=C(OC2=C(C1C(C#N)C(=O)OCC)C=C(C=C2)Br)N
Hamamelitannin,44584241,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(O2)O)(COC(=O)C3=CC(=C(C(=C3)O)O)O)O)O
Heptadecanoic acid,10465,CCCCCCCCCCCCCCCCC(=O)O
Heptamethoxyflavone,44229628,COC1=CC=CC(=C1OC)C2=C(C(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC
Hesperetin,72281,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O
Hesperidin,10621,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O
Hetacillin,443387,CC1(C(N2C(S1)C(C2=O)N3C(=O)C(NC3(C)C)C4=CC=CC=C4)C(=O)O)C
Hexachlorophene,3598,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
Hexyl gallate,9831030,CCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O
Hinokitiol,3611,CC(C)C1=CC(=O)C(=CC=C1)O
Histatin 5,146161025,CC(C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC1=CNC=N1)C(=O)NC(CC2=CNC=N2)C(=O)NCC(=O)NC(CC3=CC=C(C=C3)O)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CC5=CNC=N5)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC6=CNC=N6)C(=O)NC(CC7=CNC=N7)C(=O)NC(CO)C(=O)NC(CC8=CNC=N8)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC9=CC=C(C=C9)O)C(=O)O)NC(=O)C(CC1=CNC=N1)NC(=O)C(CO)NC(=O)C(CC(=O)O)N
hLF1-11,25087507,CC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CS)C(=O)NC(C)C(=O)O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)CN
Hydnocarpin D,11431204,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4=CC(=O)C5=C(C=C(C=C5O4)O)O)CO)O
Hydrogen peroxide,784,OO
Hypericin,3663,CC1=CC(=O)C2=C(C3=C(C=C(C4=C3C5=C2C1=C6C(=CC(=O)C7=C(C8=C(C=C(C4=C8C5=C67)O)O)O)C)O)O)O
Hyperoside,5281643,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
Ibuprofen,3672,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
IDR-1018,155527735,CCC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)C)N
Imazalil,37175,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl
Imipenem,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O
Imperatorin,10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C
Indinavir,5362440,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
Indirubin,10177,C1=CC=C2C(=C1)C(=C(N2)O)C3=NC4=CC=CC=C4C3=O
Indole,798,C1=CC=C2C(=C1)C=CN2
Indole-3-acetaldehyde,800,C1=CC=C2C(=C1)C(=CN2)CC=O
Indole-3-acetamide,397,C1=CC=C2C(=C1)C(=CN2)CC(=O)N
Indole-3-acetic acid,802,C1=CC=C2C(=C1)C(=CN2)CC(=O)O
Indole-3-carboxyaldehyde,10256,C1=CC=C2C(=C1)C(=CN2)C=O
Indole-7-carboxylic acid,74281,C1=CC2=C(C(=C1)C(=O)O)NC=C2
Indolicidin,90478486,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CCCCN)C(=O)NC(CC4=CNC5=CC=CC=C54)C(=O)N6CCCC6C(=O)NC(CC7=CNC8=CC=CC=C87)C(=O)NC(CC9=CNC1=CC=CC=C19)C(=O)N1CCCC1C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)N)N
Ionic silver,104755,[Ag+]
Irinotecan,60838,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
Isatin,7054,C1=CC=C2C(=C1)C(=O)C(=O)N2
Isobutanol,6560,CC(C)CO
Isoconazole,3760,C1=CC(=C(C(=C1)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
Isoeugenol,853433,CC=CC1=CC(=C(C=C1)O)OC
Isoliquiritigenin,638278,C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O
Isopropanol,3776,CC(C)O
Isoriccardin C,13831041,C1CC2=CC(=C(C=C2)C3=C(CCC4=CC(=C(C=C4)O)OC5=CC=C1C=C5)C=CC=C3O)O
Isosilybin A,11059920,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=CC(=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
Isosinensetin,632135,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3OC)OC)OC)OC
Itraconazole,55283,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
Ivalin,65156,CC12CC(CC(=C)C1CC3C(C2)OC(=O)C3=C)O
Josamycin,5282165,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O
Kaempherol,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
Kanamycin,6032,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)O)O)OC3C(C(C(C(O3)CO)O)N)O)N
Kaurenoic acid,73062,CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4)(C)C(=O)O
Ketoconazole,47576,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
Kojic acid,3840,C1=C(OC=C(C1=O)O)CO
KT2,137102595,C1C2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)OP(=O)(OCC5C(C(C(O5)N6C=CC7=C(N=CN=C76)N)O)OP(=O)(O1)O)O)O
L-4-Carbamoylphenylalanine,2762272,C1=CC(=CC=C1CC(C(=O)O)N)C(=O)N
"L-744,832",6451153,CCC(C)C(COC(CC1=CC=CC=C1)C(=O)NC(CCS(=O)(=O)C)C(=O)OC(C)C)NCC(CS)N
Lactoferricin B,16132444,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(CS)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CO)NC(=O)C2CCCN2C(=O)C(C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CCC(=O)N)NC(=O)C(CC5=CNC6=CC=CC=C65)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CS)NC(=O)C(CCCCN)NC(=O)C(CC7=CC=CC=C7)N
Lamivudine,60825,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
Lanthanum chloride,64735,Cl[La](Cl)Cl
L-Aspartate,5960,C(C(C(=O)O)N)C(=O)O
Latamoxef,47499,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O
L-Canavanine,439202,C(CON=C(N)N)C(C(=O)O)N
L-carnosine,439224,C1=C(NC=N1)CC(C(=O)O)NC(=O)CCN
L-cysteic acid,72886,C(C(C(=O)O)N)S(=O)(=O)O
Levofloxacin,149096,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Limonene,22311,CC1=CCC(CC1)C(=C)C
Linalool,6549,CC(=CCCC(C)(C=C)O)C
Linezolid,441401,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
Lipoic acid,6112,C1CSSC1CCCCC(=O)O
Listerine,114959,CC1CCC(C(C1)O)C(C)C.CC1=CC(=C(C=C1)C(C)C)O.CC1(C2CCC(O1)(CC2)C)C
Lomefloxacin,3948,CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
Lopinavir,92727,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
Lorazepam,3958,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
L-Phenylalanine,6140,C1=CC=C(C=C1)CC(C(=O)O)N
L-pipecolic acid,439227,C1CCNC(C1)C(=O)O
L-tryptophan,6305,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
L-Tyrosine,6057,C1=CC(=CC=C1CC(C(=O)O)N)O
Luteolin,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
Lymecycline,54707177,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCNCCCCC(C(=O)O)N)N(C)C)O
Lysozyme,91976556,CCC(C)C(C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C5CCCN5C(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CCCNC(=N)N)N
Macromomycin B,5748693,COC1=CC(=C2C(=C1)OC(=C)C(=O)N2)C(=O)OC
Malabaricone C,100313,C1=CC(=C(C(=C1)O)C(=O)CCCCCCCCC2=CC(=C(C=C2)O)O)O
Mefloquine,40692,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
Melittin,16133648,CCC(C)C(C(=O)NCC(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CO)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(C(C)CC)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)CN
Menthol,1254,CC1CCC(C(C1)O)C(C)C
Merimepodib,153241,COC1=C(C=CC(=C1)NC(=O)NC2=CC=CC(=C2)CNC(=O)OC3CCOC3)C4=CN=CO4
Meropenem,441130,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
meta-toluidine,7934,CC1=CC(=CC=C1)N
methanesulfonylbenzene,18369,CS(=O)(=O)C1=CC=CC=C1
Methanol,887,CO
Methyl benzethonium chloride,5702238,CC1=C(C=CC(=C1)C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-]
Methyl eugenol,7127,COC1=C(C=C(C=C1)CC=C)OC
Methyl gallate,7428,COC(=O)C1=CC(=C(C(=C1)O)O)O
Methyl indole-7-carboxylate,676694,COC(=O)C1=CC=CC2=C1NC=C2
Methylthiopropylamine,77743,CSCCCN
Meticillin,6087,CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-]
Mezlocillin,656511,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C4=O)S(=O)(=O)C)C(=O)O)C
Micafungin,477468,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O
Miconazole,4189,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl
Midazolam,4192,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
Mitomycin C,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
Monensin sodium salt,23667299,CCC1(CCC(O1)C2(CCC3(O2)CC(C(C(O3)C(C)C(C(C)C(=O)[O-])OC)C)O)C)C4C(CC(O4)C5C(CC(C(O5)(CO)O)C)C)C.[Na+]
Moxifloxacin,152946,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O
Mucobromic acid,3033972,C(=O)C(=C(C(=O)O)Br)Br
Mucochloric acid,2771871,C(=O)C(=C(C(=O)O)Cl)Cl
Myricetin,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
Myricitrin,5281673,CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)O)O)O)O)O
Myristic acid,11005,CCCCCCCCCCCCCC(=O)O
"N-(1,3-benzothiazol-2-yl)butanamide",708614,CCCC(=O)NC1=NC2=CC=CC=C2S1
"N-(1,3-Thiazol-2-yl)butanamide",3621821,CCCC(=O)NC1=NC=CS1
N-(2-oxothiolan-3-yl)butanamide,4428038,CCCC(=O)NC1CCSC1=O
"N-(4,5-Dihydro-1,3-thiazol-2-yl)butanamide",5113558,CCCC(=O)NC1=NCCS1
N-(4-hydroxy-2-methylphenyl)-3-oxododecanamide,24901250,CCCCCCCCCC(=O)CC(=O)NC1=C(C=C(C=C1)O)C
N-(4-Hydroxyphenyl)butanamide,66874,CCCC(=O)NC1=CC=C(C=C1)O
"N1-(7-chloroquinolin-4-yl)ethane-1,2-diamine",221208,C1=CC2=C(C=CN=C2C=C1Cl)NCCN
N-Acetylcysteine,12035,CC(=O)NC(CS)C(=O)O
NaCl,5234,[Na+].[Cl-]
Nafcillin,8982,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
Naringenin,439246,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
Naringin,442428,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O
N-Decanoyl cyclopentylamide,3320713,CCCCCCCCCC(=O)NC1CCCC1
Nelfinavir,64143,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
Neoeriocitrin,114627,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O
Neohesperidin,442439,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)CO)O)O)O)O)O
Nerolidol,8888,CC(=CCCC(=CCCC(C)(C=C)O)C)C
N-Ethylacetanilide,10727,CCN(C1=CC=CC=C1)C(=O)C
Netilmicin,441306,CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N
Nevirapine,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4
n-Hexane,8058,CCCCCC
Niacinamide,936,C1=CC(=CN=C1)C(=O)N
Niclosamide,4477,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O
nimesulide,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
Nisin,155489900,CCC(C)C1C(=O)NC(=C)C(=O)NC(C(=O)NC(CSCC(C(=O)N1)NC(=O)C(=CC)NC(=O)C(C(C)CC)N)C(=O)NC2C(SCC(NC(=O)CNC(=O)C3CCCN3C2=O)C(=O)NC(CCCCN)C(=O)NC4C(SCC(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC4=O)C)CC(C)C)CCSC)C(=O)NC(CC(=O)N)C(=O)NC(CCSC)C(=O)NC(CCCCN)C(=O)NC5C(SCC6C(=O)NC(C(=O)NC(CSC(C(C(=O)N6)NC(=O)C(NC5=O)C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CC7=CN=CN7)C(=O)NC(C(C)C)C(=O)NC(=C)C(=O)NC(CCCCN)C(=O)O)CC8=CN=CN8)C)C)C)CC(C)C
nitrazepam,4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
Nitrofural,5447130,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N
Nitrofurantoin,6604200,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
n-Methyl-D-valine,6951143,CC(C)C(C(=O)O)NC
Nobiletin,72344,COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC
Nodakenetin,26305,CC(C)(C1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
Norgestimate,6540478,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34
Norspermidine,5942,C(CN)CNCCCN
Novobiocin,54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
NRC-16,168510740,CCC(C)C(C(=O)NC(CCCCN)C(=O)N)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC1=CNC=N1)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC5=CC=CC=C54)NC(=O)CN
Nystatin,6433272,CC1C=CC=CCCC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(C(CCC(CC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O
Octadecyl gallate,473591,CCCCCCCCCCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O
"octane-1,8-diamine",24250,C(CCCCN)CCCN
Octyl gallate,61253,CCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O
Ofloxacin,4583,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
Oleanolic Acid,10494,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C
Oleic Acid,445639,CCCCCCCCC=CCCCCCCCC(=O)O
O-Methyl-D-tyrosine,6950205,COC1=CC=C(C=C1)CC(C(=O)O)N
Oxacillin,6196,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
Oxantel,5281087,CN1CCCN=C1C=CC2=CC(=CC=C2)O
Oxiconazole nitrate,9556529,C1=CC(=C(C=C1Cl)Cl)CON=C(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl.[N+](=O)(O)[O-]
Oxyresveratrol,5281717,C1=CC(=C(C=C1O)O)C=CC2=CC(=CC(=C2)O)O
Oxytetracycline,54675779,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
Palmitic acid,985,CCCCCCCCCCCCCCCC(=O)O
Palmitoyl-DL-carnitine,461,CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
para-anisidine,7732,COC1=CC=C(C=C1)N
para-Benzoquinone,4650,C1=CC(=O)C=CC1=O
para-ethylaniline,11504,CCC1=CC=C(C=C1)N
para-toluidine,7813,CC1=CC=C(C=C1)N
Patulin,4696,C1C=C2C(=CC(=O)O2)C(O1)O
p-Coumaric acid,637542,C1=CC(=CC=C1C=CC(=O)O)O
Pefloxacin,51081,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O
Pelargonidin,67249,C1=CC(=CC=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O.[Cl-]
Penicillenol A1,54720258,CCCCCCC(C)C(=C1C(=O)C(N(C1=O)C)C(C)O)O
Penicillenol A2,135017477,CCCCCCC(C)C(=C1C(=O)C(N(C1=O)C)C(C)O)O
Penicillenol B1,54685489,CCCCCCC(C)C(=O)C1=C(C(=CC)N(C1=O)C)O
Penicillenol B2,54685487,CCCCCCC(C)C(=O)C1=C(C(=CC)N(C1=O)C)O
Penicillenol C1,135550825,CC=CCCCC(C)C(=C1C(=O)C(N(C1=O)C)C(C)O)O
Penicillenol C2,135550826,CC=CCCCC(C)C(=C1C(=O)C(N(C1=O)C)C(C)O)O
Penicillic acid,1268111,CC(=C)C(=O)C(=CC(=O)O)OC
Pentagalloylglucose,65238,C1=C(C=C(C(=C1O)O)O)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)OC(=O)C6=CC(=C(C(=C6)O)O)O
Pentamethoxyflavone,68077,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC
Pentanol,6276,CCCCCO
PG-1,16136437,CC(C)CC(C(=O)NC(CS)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CS)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CS)C(=O)NC(C(C)C)C(=O)NC(CS)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)CNC(=O)C(CCCNC(=N)N)N
Phenanthrene,995,C1=CC=C2C(=C1)C=CC3=CC=CC=C32
Phenobarbitone,4763,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
"Phenol,2,4-bis(1,1-dimethylethyl)",7311,CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C
Phenoxymethylpenicillin,6869,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C
Phenytoin,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
Phloretin,4788,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O
Phloridzin,6072,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O
Phosphate,1061,[O-]P(=O)([O-])[O-]
Phosphorylserine,106,C(C(C(=O)O)N)OP(=O)(O)O
Picolinic acid,1018,C1=CC=NC(=C1)C(=O)O
Pinguisenol,11031463,CC1CCC2(C1(CCC(C2C)(C=C)O)C)C
Piperacillin,43672,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
Piperacillin-Tazobactam,23724843,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3.[Na+]
Platyphylloside,9826264,C1=CC(=CC=C1CCC(CC(=O)CCC2=CC=C(C=C2)O)OC3C(C(C(C(O3)CO)O)O)O)O
Pleurocidin,16130552,CC(C)CC(C(=O)NC(C(C)O)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C(CC4=CN=CN4)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CO)NC(=O)CNC(=O)C(CC7=CNC8=CC=CC=C87)NC(=O)CN
Posaconazole,468595,CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F
Povidone Iodine,410087,C=CN1CCCC1=O.II
Praziquantel,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
Pro-Gly,6426709,C1CC(NC1)C(=O)NCC(=O)O
