micro_name,micro_tid,drug_name,pubchem_id,smile,Pubmed
Clostridium perfringens,1502,Butoconazole nitrate,47471,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-],PMID: 29555994
Clostridium perfringens,1502,Zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC,PMID: 29555994
Clostridium perfringens,1502,Felodipine,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,PMID: 29555994
Clostridium perfringens,1502,Etoposide,36462,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,PMID: 29555994
Clostridium perfringens,1502,Sertaconazole nitrate,200103,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-],PMID: 29555994
Clostridium perfringens,1502,Pyrvinium pamoate,54680693,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)[O-])[O-])C(=O)O,PMID: 29555994
Clostridium perfringens,1502,Clemizole hydrochloride,5309446,C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl.Cl,PMID: 29555994
Clostridium perfringens,1502,Diethylstilbestrol,448537,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,PMID: 29555994
Clostridium perfringens,1502,Sulconazole nitrate,65495,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],PMID: 29555994
Clostridium perfringens,1502,"Tiratricol, 3,3',5-triiodothyroacetic acid",5803,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O,PMID: 29555994
Clostridium perfringens,1502,Bepridil hydrochloride,50088,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3.Cl,PMID: 29555994
Clostridium perfringens,1502,Troglitazone,5591,CC1=C(C2=C(CCC(O2)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C(=C1O)C)C,PMID: 29555994
Clostridium perfringens,1502,Thioridazine hydrochloride,66062,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC.Cl,PMID: 29555994
Clostridium perfringens,1502,Enilconazole,37175,C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,PMID: 29555994
Clostridium perfringens,1502,Zidovudine,35370,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],PMID: 29555994
Clostridium perfringens,1502,Avermectin B1a,6434889,CCC(C)C1C(C=CC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C,PMID: 29555994
Clostridium perfringens,1502,Anthralin,2202,C1C2=C(C(=CC=C2)O)C(=O)C3=C1C=CC=C3O,PMID: 29555994
Clostridium perfringens,1502,Estradiol Valerate,13791,CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,PMID: 29555994
Clostridium perfringens,1502,Fleroxacin,3357,CN1CCN(CC1)C2=C(C=C3C(=C2F)N(C=C(C3=O)C(=O)O)CCF)F,PMID: 29555994
Clostridium perfringens,1502,Ketoconazole,456201,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,PMID: 29555994
Clostridium perfringens,1502,Dicumarol,54676038,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,PMID: 29555994
Clostridium perfringens,1502,Diclazuril,456389,C1=CC(=CC=C1C(C#N)C2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C=N3)Cl)Cl,PMID: 29555994
Clostridium perfringens,1502,Montelukast,5281040,CC(C)(C1=CC=CC=C1CCC(C2=CC=CC(=C2)C=CC3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O,PMID: 29555994
Clostridium perfringens,1502,Alfacalcidol,5282181,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,PMID: 29555994
Clostridium perfringens,1502,Toltrazuril,68591,CC1=C(C=CC(=C1)N2C(=O)NC(=O)N(C2=O)C)OC3=CC=C(C=C3)SC(F)(F)F,PMID: 29555994
Clostridium perfringens,1502,Acarbose,41774,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,PMID: 29555994
Escherichia,561,Paromomycin,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,DOI: 10.1016/j.jinf.2019.10.008; PMID: 26178862
Blautia,572511,Paromomycin,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,DOI: 10.1016/j.jinf.2019.10.008; PMID: 26178862
Clostridium perfringens,1502,Lacidipine,5311217,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,PMID: 29555994
Clostridium,1485,Paromomycin,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,DOI: 10.1016/j.jinf.2019.10.008; PMID: 26178862
Clostridium perfringens,1502,Ethacrynic acid,3278,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,PMID: 29555994
Clostridium perfringens,1502,Chlorpromazine hydrochloride,6240,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl.Cl,PMID: 29555994
Coprococcus,33042,Paromomycin,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,DOI: 10.1016/j.jinf.2019.10.008; PMID: 26178862
Clostridium perfringens,1502,Tolnaftate,5510,CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2,PMID: 29555994
Faecalibacterium,216851,Paromomycin,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,DOI: 10.1016/j.jinf.2019.10.008; PMID: 26178862
Holdemania,61170,Paromomycin,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,DOI: 10.1016/j.jinf.2019.10.008; PMID: 26178862
Clostridium perfringens,1502,Nalidixic acid sodium salt,3864541,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)[O-].[Na+],PMID: 29555994
Clostridium perfringens,1502,Oxolinic acid,4628,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,PMID: 29555994
Clostridium perfringens,1502,Cinoxacin,2762,CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3,PMID: 29555994
Clostridium perfringens,1502,Telmisartan,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,PMID: 29555994
Clostridium perfringens,1502,Idebenone,3686,CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO,PMID: 29555994
Clostridium perfringens,1502,Thioguanosine,2724387,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=S)N,PMID: 29555994
Clostridium perfringens,1502,Indatraline hydrochloride,10314472,CNC1CC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,PMID: 29555994
Clostridium perfringens,1502,Gemcitabine,60750,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,PMID: 29555994
Clostridium perfringens,1502,Carbenoxolone disodium salt,13055197,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)[O-])C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)[O-])C)C)C)C.[Na+].[Na+],PMID: 29555994
Clostridium perfringens,1502,Etretinate,5282375,CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,PMID: 29555994
Clostridium perfringens,1502,Paclitaxel,36314,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,PMID: 29555994
Clostridium perfringens,1502,Phenindione,4760,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,PMID: 29555994
Clostridium perfringens,1502,Azacytidine-5,6420049,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Rifabutin,135415564,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=NC6(CCN(CC6)CC(C)C)N=C25)O)C,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Doxycycline hydrochloride,54685920,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Chlortetracycline hydrochloride,54682468,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C(C=CC(=C41)Cl)O)O)O)O)C(=O)N)N(C)C)O.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Tosufloxacin hydrochloride,10433396,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Chloramphenicol,5959,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Minocycline hydrochloride,54685925,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Meclocycline sulfosalicylate,54676538,CN(C)C1C2C(C3C(=C)C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O,PMID: 29555994
Clostridium cocleatum,69824,Phenformin,8249,C1=CC=C(C=C1)CCN=C(N)N=C(N)N,PMID: 25038099
Clostridium,1485,Piperacillin,43672,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,DOI: 10.1016/j.jinf.2019.10.008; PMID: 3846592
Erysipelatoclostridium ramosum,1547,Demeclocycline hydrochloride,54686764,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl,PMID: 29555994
Enterococcus,1350,Piperacillin,43672,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,DOI: 10.1016/j.jinf.2019.10.008; PMID: 3846592
Erysipelatoclostridium ramosum,1547,Methacycline hydrochloride,54685047,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Chlorhexidine,9552079,C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,PMID: 29555994
Escherichia,561,Piperacillin,43672,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,DOI: 10.1016/j.jinf.2019.10.008; PMID: 3846592
Erysipelatoclostridium ramosum,1547,Florfenicol,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O,PMID: 29555994
Bacteroides,816,Piperacillin,43672,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,DOI: 10.1016/j.jinf.2019.10.008; PMID: 3846592
Erysipelatoclostridium ramosum,1547,Ciprofloxacin hydrochloride monohydrate,62998,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.O.Cl,PMID: 29555994
Enterobacter,547,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Azithromycin,447043,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,PMID: 29555994
Enterococcus,1350,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Clindamycin hydrochloride,16051951,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Clarithromycin,84029,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,PMID: 29555994
Escherichia,561,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Clinafloxacin,60063,C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)Cl)N4CCC(C4)N)F)C(=O)O,PMID: 29555994
Klebsiella,570,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Tetracycline hydrochloride,54704426,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,PMID: 29555994
Bacillus,55087,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Clostridium,1485,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Linezolid,441401,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Moxifloxacin,152946,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,PMID: 29555994
Lactobacillus,1578,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Thiamphenicol,27200,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,PMID: 29555994
Bacteroides,816,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Oxytetracycline dihydrate,54680691,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.O.O,PMID: 29555994
Bifidobacterium,1678,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Furazolidone,5323714,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],PMID: 29555994
Veillonella,29465,Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11450889
Erysipelatoclostridium ramosum,1547,Niridazole,6093,C1CN(C(=O)N1)C2=NC=C(S2)[N+](=O)[O-],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Carbadox,135511839,COC(=O)NN=CC1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Benzylpenicillin sodium,23668834,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Nadifloxacin,4410,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Gatifloxacin,5379,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Sarafloxacin,56208,C1CN(CCN1)C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=CC=C(C=C4)F)F,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Furaltadone hydrochloride,9576185,C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-].Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Erythromycin,12560,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Josamycin,5282165,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Lincomycin hydrochloride,64710,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Nifuroxazide,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Cefazolin sodium salt,23675322,CC1=NN=C(S1)SCC2=C(N3C(C(C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)[O-].[Na+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Piperacillin sodium salt,23666879,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].[Na+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Roxithromycin,6915744,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Alexidine dihydrochloride,102678,CCCCC(CC)CN=C(N)NC(=NCCCCCCN=C(N)NC(=NCC(CC)CCCC)N)N.Cl.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Tylosin,5280440,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Novobiocin sodium salt,54730021,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)[O-])CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O.[Na+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Ticarcillin sodium,470375,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)[O-])C(=O)[O-])C.[Na+].[Na+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Dirithromycin,6473883,CCC1C(C2C(C(C(CC(C(C(C(C(C(=O)O1)C)OC3CC(C(C(O3)C)O)(C)OC)C)OC4C(C(CC(O4)C)N(C)C)O)(C)O)C)NC(O2)COCCOC)C)(C)O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Spiramycin,5289394,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)OC4CCC(C(O4)C)N(C)C,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Thimerosal,16684434,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Auranofin,24199313,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Closantel,42574,CC1=CC(=C(C=C1NC(=O)C2=C(C(=CC(=C2)I)I)O)Cl)C(C#N)C3=CC=C(C=C3)Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Benzathine benzylpenicillin,25137901,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.C1=CC=C(C=C1)C[NH2+]CC[NH2+]CC2=CC=CC=C2,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Ampicillin trihydrate,23565,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C.O.O.O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Cefotaxime sodium salt,10695961,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-].[Na+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Cefoperazone dihydrate,6420003,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O.O.O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Amoxicillin,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Fusidic acid sodium salt,23672955,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)[O-])OC(=O)C)C)O)C.[Na+],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Nitrofural,5447130,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Benzethonium chloride,8478,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Thiostrepton,16154490,CCC(C)C1C(=O)NC(C(=O)NC(=C)C(=O)NC(C(=O)NC23CCC(=NC2C4=CSC(=N4)C(C(OC(=O)C5=NC6=C(C=CC(C6O)N1)C(=C5)C(C)O)C)NC(=O)C7=CSC(=N7)C(NC(=O)C8CSC(=N8)C(=CC)NC(=O)C(NC(=O)C9=CSC3=N9)C(C)O)C(C)(C(C)O)O)C1=NC(=CS1)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C)C,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Ronidazole,5094,CN1C(=CN=C1COC(=O)N)[N+](=O)[O-],PMID: 29555994
Erysipelatoclostridium ramosum,1547,Talampicillin hydrochloride,71446,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C.Cl,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Sparfloxacin,60464,CC1CN(CC(N1)C)C2=C(C(=C3C(=C2F)N(C=C(C3=O)C(=O)O)C4CC4)N)F,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Cephalothin sodium salt,23675321,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)[O-].[Na+],PMID: 29555994
Enterobacter,547,Quinupristin/dalfopristin,71770713,CCC1C(=O)N2CCCC2C(=O)N(C(C(=O)N3CC(C(=O)CC3C(=O)NC(C(=O)OC(C(C(=O)N1)NC(=O)C4=C(C=CC=N4)O)C)C5=CC=CC=C5)CSC6CN7CCC6CC7)CC8=CC=C(C=C8)N(C)C)C.CCN(CC)CCS(=O)(=O)C1CCN2C1C(=O)OC(C(C=CC(=O)NCC=CC(=CC(CC(=O)CC3=NC(=CO3)C2=O)O)C)C)C(C)C,DOI: 10.1016/j.jinf.2019.10.008; PMID: 11751777
Erysipelatoclostridium ramosum,1547,Tinidazole,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Cefdinir,6915944,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,PMID: 29555994
Erysipelatoclostridium ramosum,1547,Ornidazole,28061,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],PMID: 29555994
